YEARMADERANGE,WALLTYPE,ROOFTYPE,BEDROOMS,NCOMBATH,NHAFBATH,PRKGPLC1,STOVENFUEL,OVENUSE,AMTMICRO,DEFROST,TOASTER,NUMMEAL,FUELFOOD,COFFEE,NUMFRIG,TYPERFR1,SIZRFRI1,AGERFRI1,NUMFREEZ,DWASHUSE,WASHLOAD,DRYRUSE,TVCOLOR,TVSIZE1,TVTYPE1,TVONWD1,TVONWE1,NUMPC,TIMEON1,TIMEON2,TIMEON3,BATTOOLS,INTERNET,WELLPUMP,AQUARIUM,STEREO,HEATROOM,MOISTURE,FUELH2O,ACROOMS,USECENAC,PROTHERMAC,NUMCFAN,USECFAN,TREESHAD,RECBATH,LIGHTS,SLDDRS,WINDOWS,ADQINSUL,USENG,USESOLAR,ELWARM,ELWATER,ELFOOD,EMPLOYHH,Householder_Race,EDUCATION,NHSLDMEM,MEANAGE,RETIREPY,MONEYPY,POVERTY150,TOTSQFT,TOTHSQFT,TOTCSQFT,KWH,WSF
3,2,5,4,2,0,0,0,1,2,1,1,10,0,1,2,5,4,12,0,3,3,0,5,2,2,8,4,0,0,0,0,10,0,1,0,1,7,0,0,0,0,0,5,1,1,0,39.5,0,12,4,0,0,0,0,0,1,1,4,2,56.5,1,130000,0,2951,2582,211,7279,0.62
2,2,2,1,1,0,0,1,0,0,0,0,7,1,1,1,4,3,22,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,3,1,0,0,0,7,2,0,0,1,1,1,1,1,2,1,53,0,17500,0,320,213,107,13935,0.48
4,3,6,4,2,1,1,1,1,3,1,0,18,1,1,1,3,5,3,1,0,7,3,2,3,2,12,12,1,2,0,0,6,1,0,0,0,8,0,1,8,2,1,1,1,1,0,12.5,1,12,2,0,0,1,1,1,1,1,3,5,35.2,1,22500,1,2671,2671,2671,27512,0.44
4,4,0,1,1,0,0,1,6,3,1,1,7,1,0,1,4,3,3,0,3,0,0,1,2,1,8,8,2,8,8,0,0,1,0,0,0,3,0,0,3,3,0,1,0,0,0,21,0,4,4,1,0,1,0,1,0,2,3,2,21,0,2000,1,616,616,616,9891,0.43
2,1,0,0,1,0,0,0,0,2,0,0,5,1,0,1,4,3,7,0,0,0,0,1,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,1,1,1,1,2,1,52,0,17500,0,272,0,0,2057,0.39
4,3,5,4,1,1,1,1,9,3,1,0,18,1,1,2,3,4,3,1,3,7,2,3,3,5,4,4,6,10,10,5,6,1,1,0,1,9,0,0,8,1,1,6,2,0,1,5,1,12,4,1,0,1,0,1,1,1,3,2,54,1,77500,0,4032,3023,2145,22737,0.6
5,1,5,3,2,0,1,1,6,2,0,0,5,1,0,1,3,3,3,0,2,3,3,4,3,3,8,4,2,8,2,0,0,1,0,0,0,6,0,1,6,3,1,3,3,1,1,45,1,7,4,1,0,0,1,1,1,2,5,2,36.5,0,52500,0,1759,1359,1359,8201,0.51
7,3,5,3,2,1,0,0,6,1,1,0,7,0,1,1,3,3,7,0,3,3,3,3,2,1,4,4,1,2,0,0,0,1,0,0,1,6,0,0,6,1,0,3,3,0,0,31.5,0,22,4,1,0,0,0,1,1,1,6,1,43,0,130000,0,2058,2058,2058,7181,0.4
6,3,5,4,2,1,1,1,6,3,0,0,7,1,0,1,4,4,7,1,8,13,3,1,3,1,4,4,4,5,2,2,2,1,1,0,0,7,0,1,7,3,0,6,3,1,0,33.5,0,18,3,0,0,1,1,1,0,0,5,4,37.75,1,92500,0,2962,2562,2562,27166,0.47
8,2,5,3,2,0,1,0,6,2,0,0,7,0,1,2,5,4,3,1,3,7,3,2,3,3,4,8,2,8,5,0,10,1,1,0,0,6,0,1,6,1,0,1,2,0,0,31.5,0,7,4,0,0,1,1,0,1,5,3,3,44.333333333333336,0,130000,0,1327,927,927,32688,0.51
6,2,2,4,2,1,1,0,1,1,0,0,10,0,1,1,3,4,3,0,0,3,2,4,2,1,12,8,2,2,1,0,0,1,0,0,0,7,0,0,0,0,0,1,0,0,0,13,1,22,4,1,0,0,0,0,1,1,3,5,46.8,1,87500,0,2118,1718,0,2414,0.54
1,4,1,3,4,1,1,0,3,0,0,1,7,0,1,2,3,4,7,1,1,3,3,3,2,1,2,1,1,2,0,0,6,1,0,0,1,6,0,0,0,0,0,0,0,1,0,0,1,22,3,1,0,1,0,1,0,1,8,2,83,1,130000,0,2974,1892,0,5524,0.45
1,3,6,3,1,0,0,1,16,4,1,0,5,1,1,1,4,3,7,0,0,3,3,3,2,1,4,8,2,1,1,0,2,1,0,0,1,5,0,0,4,1,0,2,1,0,0,2.5,0,12,3,1,0,1,0,1,1,1,2,2,41.5,0,37500,0,2182,1291,1291,7554,0.45
2,3,2,3,1,0,1,0,6,4,1,0,7,0,1,1,3,4,7,1,0,3,3,3,2,2,8,8,0,0,0,0,0,0,0,0,0,5,0,0,5,1,1,2,3,1,0,0,0,12,4,1,0,0,0,0,0,1,1,2,83.5,0,22500,0,1843,761,761,5788,0.61
8,3,5,3,2,0,1,1,9,2,1,1,18,1,1,1,3,4,7,1,8,7,3,4,2,1,2,8,2,10,1,0,10,1,0,0,1,5,0,1,5,3,1,2,3,1,0,0,1,7,4,0,0,1,1,1,2,1,3,2,22,0,17500,1,1512,1262,1262,13785,0.39
6,2,5,3,2,0,1,0,6,3,1,1,7,0,1,1,3,3,17,1,1,13,2,4,3,3,4,8,2,2,1,0,6,1,1,0,0,7,1,0,7,2,1,1,1,0,0,5,0,12,3,1,0,1,0,0,1,1,4,3,38.333333333333336,0,57500,0,2115,1715,1308,13000,0.54
1,1,5,3,2,0,1,0,3,3,0,0,5,1,1,2,3,4,17,2,2,3,3,2,3,3,1,2,1,1,0,0,2,1,0,0,0,8,0,0,8,1,0,2,1,1,0,17,1,12,3,0,0,1,0,1,0,1,2,1,78,1,12500,1,2714,2314,2314,11894,0.49
1,2,0,1,1,0,0,0,6,3,0,0,7,0,1,1,4,3,2,0,0,0,0,1,2,2,2,4,2,10,5,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,13,0,7,3,1,0,0,0,0,0,1,8,2,32,0,110000,0,643,643,214,3339,0.68
1,1,5,2,1,0,0,1,1,2,1,1,5,1,0,1,1,3,22,0,0,1,0,1,2,2,4,4,0,0,0,0,0,0,0,0,0,6,0,0,6,1,0,0,0,1,0,2.5,0,22,3,1,0,1,0,1,0,1,3,1,70,1,97500,0,3580,1790,1790,3505,0.53
1,2,5,4,2,0,0,0,1,2,0,0,7,0,1,1,3,4,17,0,0,3,2,5,3,4,2,4,2,2,2,0,6,1,0,0,1,2,0,0,0,0,0,2,1,0,0,7.5,1,22,2,1,0,0,0,0,0,1,4,2,32,0,22500,0,3337,742,0,6196,0.38
5,2,6,4,2,1,0,1,6,4,0,1,5,1,1,2,4,3,17,0,0,13,3,2,2,1,12,12,3,2,2,1,2,1,0,0,0,6,0,0,6,2,1,1,2,1,0,55.5,0,12,4,1,0,0,0,1,2,1,2,3,29.333333333333332,0,2000,1,2400,2400,1230,10144,0.56
4,1,6,3,2,0,0,1,3,3,1,1,5,1,0,1,4,3,3,0,2,3,3,2,3,2,4,4,1,1,0,0,2,1,0,0,0,6,0,1,6,2,0,4,2,1,0,21,0,12,3,0,0,1,1,1,1,1,2,2,24,0,52500,0,1431,1431,1431,13711,0.48
2,4,5,3,1,1,1,1,3,2,0,0,7,1,0,2,3,3,2,0,2,1,3,1,2,2,4,4,1,1,0,0,0,1,0,0,1,6,0,0,4,1,0,2,1,1,0,22.5,1,7,3,1,0,1,0,1,1,1,4,2,66.5,1,62500,0,1815,1415,943,7609,0.53
4,3,6,2,1,0,0,1,3,3,1,1,10,1,1,1,4,3,3,0,0,7,3,1,2,1,2,2,1,2,0,0,2,1,0,0,1,4,0,0,0,0,0,0,0,0,0,5,0,4,2,1,0,0,0,1,1,1,3,2,29,0,32500,0,890,890,0,3824,0.61
6,2,0,3,1,1,0,1,16,2,0,0,10,1,0,1,4,4,3,0,0,0,0,3,2,1,4,8,0,0,0,0,2,0,0,0,0,5,0,1,5,1,0,0,0,0,0,21,0,4,1,0,0,1,1,1,0,2,2,4,8.25,0,27500,1,1325,1325,1325,10998,0.37
4,1,0,1,1,0,0,1,6,4,0,1,1,1,0,1,4,3,7,0,3,3,2,2,3,3,4,8,0,0,0,0,2,0,0,0,1,4,0,1,4,1,0,0,0,0,0,90,0,4,2,0,0,1,1,1,0,1,1,2,42,0,3750,1,837,670,670,9367,0.41
1,2,6,2,1,0,0,1,6,1,0,0,7,1,1,1,4,3,3,0,1,1,2,1,2,1,1,1,2,2,1,0,6,1,1,0,1,3,0,1,0,0,0,1,1,1,0,10,0,12,4,0,1,1,1,1,1,1,3,1,72,1,62500,0,1872,749,0,4546,0.5
8,1,5,4,2,0,1,1,9,3,0,1,10,1,1,2,3,3,3,1,3,7,3,3,3,3,8,4,0,0,0,0,2,0,0,0,1,7,0,1,7,3,0,5,2,0,0,18.5,0,22,4,0,0,0,1,1,0,1,2,3,48,1,67500,0,4449,4049,4049,13104,0.47
2,3,6,2,1,0,0,0,1,2,0,0,5,0,1,1,4,3,7,1,0,1,2,1,1,1,4,4,1,1,0,0,6,1,0,0,1,3,0,0,0,0,0,1,1,0,0,10.5,0,7,2,0,0,0,0,0,1,1,5,1,46,0,67500,0,600,600,200,2820,0.53
6,3,5,3,3,1,1,1,6,4,0,0,10,1,0,2,3,4,12,1,1,1,3,3,3,2,4,4,5,5,2,2,6,1,0,1,1,7,0,0,7,3,0,4,1,0,0,29,1,18,4,1,0,1,0,1,1,2,3,5,36,1,130000,0,3416,3016,2008,11556,0.43
6,3,5,5,2,1,1,0,6,4,1,1,7,0,1,1,4,4,12,1,1,3,3,4,3,2,4,4,2,2,1,0,6,1,1,1,1,8,0,0,8,1,0,2,1,1,0,10.5,0,30,3,1,0,0,0,0,1,4,5,2,55.5,0,130000,0,3896,3496,3496,9046,0.48
7,3,0,2,2,0,0,1,9,2,0,0,7,1,1,1,4,4,7,0,8,1,3,3,1,1,4,4,0,0,0,0,2,0,0,0,0,5,0,1,5,3,1,0,0,0,0,5,1,12,3,0,0,1,1,1,0,2,5,2,74.5,1,77500,0,1314,1314,1314,8428,0.51
6,1,6,4,2,1,1,1,6,2,1,1,5,1,1,2,3,4,17,1,3,3,3,4,3,2,4,4,2,5,2,0,2,1,1,0,1,7,0,1,7,3,1,3,1,1,0,5,0,18,4,1,0,1,1,1,1,1,4,3,45,0,110000,0,2804,2404,2404,11331,0.42
5,3,5,3,2,0,0,1,16,2,0,0,10,1,1,2,3,4,7,1,8,7,3,3,3,2,4,4,1,2,0,0,2,1,0,0,0,5,0,1,5,3,0,2,2,1,0,23.5,0,12,4,0,0,1,1,1,1,1,2,4,42.75,0,110000,0,1152,1152,1152,29981,0.4
1,3,5,4,2,0,0,1,1,3,0,0,10,1,1,1,3,3,2,0,0,3,3,5,2,1,4,8,2,1,2,0,0,1,0,0,0,6,0,1,3,2,1,0,0,0,0,26,0,7,2,0,0,1,1,1,0,2,2,5,43.8,1,12500,1,1404,1404,702,32812,0.46
1,5,5,3,1,1,0,1,9,4,1,0,7,1,0,1,4,3,12,1,0,7,2,2,2,1,4,8,1,2,0,0,10,1,0,0,1,5,0,1,5,3,0,6,1,1,0,0,0,22,4,0,0,0,1,1,1,1,5,3,36,0,87500,0,2452,1362,1362,10122,0.46
7,1,2,5,3,1,1,0,3,4,0,1,10,0,1,1,3,4,12,1,8,13,3,10,3,3,1,1,3,10,2,2,2,1,0,1,1,12,0,0,12,3,1,5,1,1,1,157.5,0,30,4,1,0,0,0,1,1,1,3,3,26.666666666666668,0,130000,0,7790,7390,7390,27715,0.39
7,3,5,3,1,0,0,1,1,3,1,0,18,1,1,3,4,3,3,1,0,7,3,4,2,2,8,4,1,5,0,0,2,1,0,0,1,5,0,1,5,2,0,4,2,0,0,0,0,12,2,0,0,1,1,1,0,1,2,5,30.4,0,82500,0,950,950,950,22975,0.4
4,7,5,3,2,0,0,1,1,3,0,0,5,1,0,1,4,4,12,0,0,0,0,2,2,2,4,4,2,8,2,0,0,1,0,0,1,0,0,1,5,3,0,0,0,1,0,37,1,4,3,0,0,0,1,1,1,1,5,3,31.333333333333332,0,77500,0,1241,0,1241,17842,0.41
4,3,0,1,1,0,0,1,16,3,0,1,18,1,0,1,4,3,7,0,0,0,0,1,2,2,12,12,1,10,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,21,0,4,4,0,0,1,1,1,0,1,8,1,73,1,12500,1,691,691,230,7788,0.51
4,3,3,2,1,0,0,0,3,4,1,0,7,0,1,1,4,4,7,0,0,3,3,3,1,1,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,7,2,1,0,0,0,0,0,1,1,2,69.5,1,67500,0,840,840,210,9189,0.57
1,4,4,4,3,1,0,0,1,3,0,0,10,0,1,3,3,3,7,0,5,7,3,4,2,2,2,2,2,1,1,0,2,1,0,0,1,8,1,0,9,3,1,3,3,1,0,29,0,30,3,1,0,0,0,0,1,2,7,2,21,0,130000,0,4357,2985,3358,13549,0.52
1,4,5,1,1,0,0,0,1,1,0,1,5,0,1,1,4,3,17,0,0,3,0,1,3,2,2,4,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,18,2,1,0,0,0,0,1,1,3,1,52,0,110000,0,627,209,0,3258,0.45
6,1,5,3,2,0,1,0,6,3,0,0,5,0,0,1,4,4,7,0,5,13,3,4,3,3,12,12,1,5,0,0,2,1,0,0,1,6,0,0,6,3,1,2,3,1,0,15.5,0,12,4,1,0,1,0,0,1,0,3,4,14.75,0,42500,0,1800,1400,1400,14168,0.55
7,3,5,4,2,0,1,0,6,2,0,0,5,0,1,1,3,3,7,0,3,3,3,3,3,2,2,4,1,1,0,0,2,1,0,0,1,7,0,0,7,1,1,2,1,0,0,21,1,7,4,1,0,1,0,0,1,1,2,1,51,0,62500,0,2880,2230,2230,5326,0.59
4,1,2,3,1,1,1,0,6,2,0,1,18,0,0,1,4,4,2,0,0,1,3,1,2,1,2,4,1,5,0,0,2,1,0,0,0,4,0,0,3,1,0,2,2,1,0,31.5,0,18,3,1,0,0,0,0,1,1,2,1,27,0,22500,0,2622,1481,1111,1582,0.48
7,3,5,3,1,0,0,1,9,2,1,0,10,1,1,1,4,3,7,0,8,7,3,5,3,4,8,12,2,5,2,0,0,1,0,0,0,5,0,1,5,1,0,4,2,0,0,18,0,7,3,0,0,1,1,1,0,1,4,5,20.4,0,37500,1,1107,1107,1107,10852,0.46
6,7,0,2,2,0,0,1,0,2,1,1,7,1,1,2,1,3,7,0,1,7,3,1,2,2,4,4,2,5,2,0,2,1,0,0,0,0,0,1,5,3,0,0,0,1,0,65,0,12,1,0,0,0,1,1,1,4,5,4,31.75,0,32500,1,999,0,999,8677,0.41
1,3,5,3,1,0,1,0,6,4,1,0,5,0,0,1,4,3,2,0,0,3,2,3,2,1,4,2,1,2,0,0,2,1,0,0,1,5,0,0,5,1,1,4,1,1,0,7.5,0,12,4,1,0,0,0,0,1,1,3,3,43.666666666666664,0,32500,0,2898,1602,1602,5129,0.56
1,3,3,2,1,0,0,1,16,2,0,0,7,1,1,1,4,3,3,0,0,7,3,1,1,2,12,12,0,0,0,0,10,0,0,0,0,5,0,1,0,0,0,1,3,0,0,30.5,0,7,3,0,0,0,1,1,0,1,1,3,46,0,37500,0,1868,1039,0,13442,0.42
1,4,2,3,2,0,0,0,1,1,0,1,10,0,0,1,4,4,3,1,0,7,3,2,1,1,4,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,1,0,5,0,22,2,1,0,0,0,0,1,1,1,3,40.666666666666664,0,17500,1,1280,0,320,8289,0.41
7,3,5,3,2,0,1,1,9,2,1,0,7,1,1,2,4,3,7,1,3,7,3,6,3,2,8,8,2,2,1,0,10,1,0,0,1,6,1,1,6,3,0,1,2,0,0,2.5,1,7,4,1,0,1,1,1,1,1,3,3,31.666666666666668,0,97500,0,2222,2222,1822,20481,0.7
2,3,6,2,2,1,0,1,1,3,1,0,7,1,0,1,3,3,12,1,3,7,2,4,3,2,1,2,1,2,0,0,0,1,0,0,1,6,0,0,6,3,0,2,1,1,0,5,1,30,4,1,0,0,0,1,1,1,2,3,38.333333333333336,0,72500,0,3977,3977,3977,9665,0.59
4,1,5,3,2,0,1,0,6,2,1,1,10,1,1,1,4,4,3,1,5,7,2,2,2,2,4,8,0,0,0,0,2,0,1,0,0,6,0,1,6,2,0,0,0,1,0,42,1,12,4,0,0,0,1,1,2,1,2,2,70.5,1,37500,0,3584,3184,1728,764,0.54
1,3,2,2,1,0,0,1,6,4,1,0,5,1,0,1,4,3,7,1,0,3,3,2,2,1,8,2,0,0,0,0,0,0,1,0,0,6,1,1,0,0,0,2,3,1,0,0,0,12,4,0,0,1,1,1,0,1,2,1,79,1,8750,1,1015,870,145,9059,0.54
8,3,5,3,3,0,0,1,9,2,0,1,5,1,1,1,3,4,3,0,3,7,3,4,3,2,4,4,1,1,0,0,2,1,0,0,1,7,0,1,7,3,1,1,1,0,0,15.5,0,12,3,0,0,1,1,1,1,1,3,4,23.5,0,82500,0,1827,1827,1827,19458,0.43
6,2,2,4,2,0,0,1,1,3,0,1,7,1,1,2,4,4,3,0,0,7,3,5,3,1,8,4,2,2,2,0,0,1,0,0,0,4,0,1,6,3,0,6,2,0,0,42,0,7,3,0,0,1,1,1,1,6,1,6,17.166666666666668,0,22500,1,1296,864,1296,20579,0.53
4,2,2,3,1,0,0,0,3,1,0,1,10,0,1,2,4,3,3,0,0,0,0,4,3,1,8,2,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2.5,1,4,4,1,0,0,0,0,1,1,1,5,33.4,0,32500,1,784,0,0,3142,0.48
1,1,6,2,1,0,0,1,1,4,1,0,10,1,0,1,5,3,2,0,0,7,3,2,3,3,4,4,1,2,0,0,6,1,0,1,0,4,0,0,0,0,0,2,1,1,0,71.5,0,7,1,1,0,1,0,1,1,1,2,3,23,0,37500,0,1094,1094,0,6956,0.61
4,3,6,3,1,1,1,1,6,2,0,0,10,1,1,1,4,4,22,1,0,16,3,2,2,1,8,1,3,5,1,1,0,1,0,0,0,8,0,1,4,1,0,0,0,1,0,2.5,0,7,3,0,0,0,1,1,1,1,3,5,31.6,0,67500,0,2303,2053,619,16880,0.69
6,1,5,5,4,0,1,0,9,2,0,0,7,0,1,5,3,4,3,0,3,7,3,7,3,4,4,8,3,10,10,1,2,1,0,1,1,14,0,0,14,3,1,1,1,1,1,129,0,22,3,1,0,0,0,1,2,1,5,2,31.5,0,77500,0,4876,4226,4226,29352,0.53
5,3,5,3,1,1,0,1,16,3,1,0,7,1,0,1,3,4,7,1,8,7,3,3,3,1,4,4,2,1,1,0,2,1,0,0,0,8,0,1,8,3,1,0,0,1,0,34.5,1,12,4,0,0,0,1,1,1,1,3,4,40,0,47500,0,2240,2240,2240,20730,0.54
1,2,6,4,4,0,1,0,9,2,1,0,18,0,1,2,0,4,7,0,8,7,3,2,2,2,2,2,3,5,5,5,0,1,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,30,3,0,0,0,0,0,1,1,7,3,28.666666666666668,0,130000,0,6476,4432,443,9448,0.6
2,3,8,3,1,0,0,1,6,1,0,0,7,1,0,1,4,4,7,1,1,3,3,4,2,1,2,2,0,0,0,0,2,0,0,0,1,7,0,0,7,3,1,1,1,1,0,18.5,0,7,3,1,0,1,0,1,1,2,3,4,22.25,0,17500,1,1696,1696,1696,12437,0.47
5,1,0,2,1,0,0,1,1,2,0,0,18,1,1,1,4,3,7,0,8,0,0,2,2,1,12,12,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,92.5,1,4,2,0,0,1,1,1,1,1,2,3,17.666666666666668,1,42500,0,811,811,405,7240,0.49
6,3,5,4,3,1,1,0,9,4,0,1,10,1,0,1,5,3,3,0,3,3,3,2,3,2,2,2,1,2,0,0,6,1,0,0,0,8,0,0,8,1,1,2,2,0,0,41,0,12,4,0,0,0,0,1,1,1,7,4,27.25,0,8750,1,7402,6085,5863,15711,0.51
6,3,6,3,2,0,1,1,6,2,0,0,7,1,1,1,3,4,17,0,8,3,3,3,2,1,4,4,1,2,0,0,6,1,0,0,1,8,0,0,8,1,1,2,1,0,0,29,0,22,4,1,0,1,0,1,2,1,5,2,64,1,62500,0,3664,3264,2222,6258,0.53
6,7,0,2,2,0,0,1,6,2,0,1,1,1,1,1,1,3,2,0,2,7,3,3,3,3,2,1,3,2,2,2,2,1,0,0,0,5,0,1,5,2,0,0,0,1,1,5,1,7,4,0,0,1,1,1,1,1,2,3,33.666666666666664,0,62500,0,864,864,864,12172,0.4
6,4,8,3,2,0,1,1,9,2,0,1,7,1,1,2,3,4,17,0,5,7,3,4,3,2,4,12,2,2,1,0,6,1,0,0,1,6,0,0,6,1,1,3,1,0,0,21,0,7,4,1,0,0,0,1,1,1,8,2,55,0,72500,0,2030,1630,1630,11455,0.46
5,1,0,2,1,0,0,1,1,0,0,1,18,1,0,1,4,3,2,0,0,0,0,3,3,3,8,8,0,0,0,0,0,0,0,0,1,4,0,1,4,3,0,0,0,0,0,21,0,4,4,0,0,1,1,1,0,1,2,4,9.75,0,6250,1,821,821,821,9943,0.47
5,1,5,2,1,0,0,1,16,3,1,0,7,1,0,1,1,3,3,0,8,7,3,2,2,1,12,12,0,0,0,0,6,0,0,0,0,5,1,1,5,3,0,0,0,0,0,22.5,0,7,3,0,0,1,1,1,1,2,4,3,19.666666666666668,0,22500,1,1012,1012,1012,15062,0.39
6,3,5,4,2,1,1,1,9,3,1,1,10,1,1,1,4,4,7,0,5,3,3,1,3,2,2,4,2,10,2,0,2,1,0,0,1,8,1,0,8,3,1,4,2,1,0,58,0,12,3,1,0,0,0,1,1,1,7,2,31.5,0,52500,0,2754,2354,2354,5227,0.55
6,1,5,5,3,0,1,1,3,4,0,1,1,1,1,4,3,5,7,1,3,3,3,3,3,4,8,12,2,5,1,0,2,1,0,0,0,12,0,0,12,3,1,5,3,1,0,31.5,0,22,3,1,0,0,0,1,0,1,2,2,57,0,57500,0,3221,2821,2821,24880,0.51
5,4,0,1,1,0,0,0,0,1,0,1,10,0,1,1,4,4,3,0,0,0,0,2,2,1,4,2,1,5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,10.5,0,12,3,1,0,1,0,0,0,1,1,4,27.25,0,12500,1,517,172,172,2831,0.39
2,2,2,3,2,0,1,0,1,2,0,1,10,0,0,1,4,4,7,1,0,7,2,4,3,2,8,8,2,5,1,0,0,1,0,0,0,5,0,0,5,3,0,5,1,1,0,0,0,7,2,1,0,0,0,0,0,1,1,5,30.6,1,130000,0,2256,2006,2006,8792,0.43
2,4,5,3,1,0,0,1,9,3,0,0,7,1,1,1,1,3,7,0,3,7,3,1,2,2,2,2,2,2,1,0,0,1,0,0,0,6,0,1,6,3,0,3,1,1,0,10.5,0,12,4,0,0,1,1,1,0,1,4,2,53,0,12500,1,1204,1204,1204,11721,0.37
5,3,3,2,1,0,0,0,0,2,0,1,7,0,0,1,4,3,7,0,0,3,2,3,3,2,4,4,2,2,2,0,0,1,0,0,0,1,0,1,0,0,0,1,3,0,0,18.5,0,30,2,0,0,1,1,0,1,1,5,4,31.5,0,42500,0,720,120,360,7644,0.44
4,6,0,2,2,0,0,1,6,4,0,1,7,1,0,1,5,3,3,0,2,0,0,2,2,1,4,4,2,2,1,0,2,1,0,0,1,4,0,1,4,2,0,2,3,1,0,43.5,1,4,4,0,0,1,1,1,1,1,3,2,22.5,0,42500,0,812,812,812,8103,0.41
1,3,6,3,1,0,0,0,6,3,0,0,7,0,0,1,5,3,3,0,0,0,0,3,3,2,8,12,2,8,2,0,0,1,0,0,0,4,0,1,0,0,0,2,1,0,0,21,0,12,2,1,0,1,1,0,0,2,2,7,27.857142857142858,0,97500,0,1466,838,209,8833,0.53
2,3,6,3,1,1,0,0,3,3,0,0,5,0,1,1,4,3,7,0,0,13,3,4,3,2,2,4,1,1,0,0,2,1,0,0,1,6,0,0,6,1,1,4,1,0,0,13,0,12,3,1,0,0,0,0,0,1,2,2,69,1,47500,0,1896,1896,1896,7003,0.54
4,2,0,2,1,0,0,1,9,4,0,1,7,1,0,1,4,3,3,0,0,0,0,2,2,1,4,12,0,0,0,0,0,0,0,0,0,4,0,1,4,1,1,1,2,0,0,42.5,1,4,3,0,0,1,1,1,1,1,2,3,29.666666666666668,0,42500,0,914,914,914,13322,0.41
1,2,6,3,1,1,0,0,6,1,0,0,7,0,0,1,5,3,7,0,2,3,3,2,2,2,4,2,1,2,0,0,6,1,0,0,0,6,1,0,6,2,0,1,2,1,0,105.5,1,30,2,1,0,0,0,0,0,1,7,2,66.5,1,32500,0,3483,2322,2322,8953,0.57
5,2,2,3,2,1,1,1,6,3,1,0,7,1,1,2,4,4,22,1,3,3,3,3,3,2,4,4,3,5,5,2,2,1,0,0,0,8,0,0,0,0,0,0,0,1,0,44.5,1,12,4,1,0,0,0,1,2,1,6,2,62.5,1,130000,0,2536,1899,0,7620,0.58
2,5,5,4,2,0,1,1,3,3,1,0,7,1,1,1,4,3,17,0,1,3,2,1,2,2,2,4,1,2,0,0,2,1,0,0,1,8,0,0,5,1,1,0,0,1,0,7.5,0,18,3,1,0,1,0,1,0,1,5,2,73.5,1,42500,0,2908,1742,697,4540,0.63
1,1,6,1,1,0,0,0,0,2,0,0,5,0,0,1,4,3,2,0,0,0,0,2,2,1,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,10.5,0,4,4,1,0,0,1,0,1,4,1,2,48,0,27500,0,524,524,0,4218,0.54
1,4,6,3,2,0,0,0,3,4,0,0,1,0,0,1,3,4,12,1,0,1,3,3,1,1,4,8,2,5,1,0,0,1,0,0,0,2,0,0,0,0,0,2,1,1,0,18,0,22,3,1,0,1,0,0,0,2,5,2,46,0,37500,0,1680,560,0,14356,0.38
1,3,5,3,1,0,0,0,6,0,0,0,7,0,0,1,4,2,17,0,0,0,0,1,1,1,1,2,1,2,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,1,0,24,0,12,4,1,0,1,0,0,2,1,6,2,37.5,0,27500,0,1131,1131,226,578,0.56
1,1,5,2,1,1,0,0,16,1,1,0,18,0,1,1,3,4,12,0,0,0,0,2,3,1,12,12,0,0,0,0,0,0,0,0,0,4,0,1,4,1,0,0,0,1,0,25,0,12,3,1,0,0,1,0,0,2,3,2,57.5,1,8750,1,2269,1513,1513,11293,0.54
4,5,3,2,1,0,0,0,1,3,0,1,0,0,0,1,4,3,7,0,0,3,3,2,3,2,12,12,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,23.5,1,4,4,1,0,0,0,0,1,1,2,2,13,0,22500,0,755,755,377,3811,0.53
6,3,0,2,2,0,0,1,6,4,0,0,10,1,1,1,4,4,3,0,1,7,3,1,2,2,8,8,2,2,1,0,2,1,0,0,1,5,0,0,5,1,0,0,0,0,0,97.5,1,4,4,1,0,1,0,1,1,1,3,4,26.75,0,42500,0,1120,1120,1120,4707,0.6
6,2,6,5,2,1,1,1,6,3,1,1,5,1,0,1,3,3,12,1,8,13,3,6,2,2,1,4,2,5,10,0,2,1,0,0,1,9,1,0,7,3,1,5,3,1,0,34,1,12,3,1,0,0,0,1,1,1,3,4,26,0,97500,0,3149,2749,1840,14095,0.58
1,1,0,1,1,0,0,1,1,4,1,1,5,1,1,1,4,3,22,0,2,0,0,1,2,1,12,12,1,5,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,10.5,0,4,3,0,0,1,0,1,0,1,3,1,65,0,12500,1,668,668,223,3152,0.55
