YEARMADERANGE,WALLTYPE,ROOFTYPE,PRKGPLC1,BEDROOMS,DEFROST,SIZRFRI1,NUMFREEZ,HEATROOM,STOVENFUEL,NCOMBATH,NHAFBATH,OVENUSE,AMTMICRO,TOASTER,NUMMEAL,FUELFOOD,COFFEE,NUMFRIG,TYPERFR1,AGERFRI1,DWASHUSE,WASHLOAD,DRYRUSE,TVCOLOR,TVSIZE1,TVTYPE1,TVONWD1,TVONWE1,NUMPC,TIMEON1,TIMEON2,TIMEON3,BATTOOLS,INTERNET,WELLPUMP,AQUARIUM,STEREO,MOISTURE,FUELH2O,ACROOMS,USECENAC,PROTHERMAC,NUMCFAN,USECFAN,TREESHAD,RECBATH,SLDDRS,WINDOWS,ADQINSUL,USENG,USESOLAR,ELWARM,ELWATER,ELFOOD,EMPLOYHH,Householder_Race,EDUCATION,NHSLDMEM,RETIREPY,MONEYPY,POVERTY150,TOTSQFT,TOTHSQFT,TOTCSQFT,KWH,WSF,MEANAGE,LIGHTS
4,3,3,0,3,1,5,1,4,1,2,0,0,4,1,10,0,1,1,3,7,0,7,0,3,3,2,12,12,1,10,0,0,2,1,0,0,0,0,1,0,0,0,1,3,1,0,0,4,3,1,0,1,1,0,0,1,1,3,0,6250,1,1122,898,224,11601,0.52,30.333333333333332,0
5,4,6,1,2,0,4,1,5,5,2,0,3,4,0,5,1,1,1,4,12,2,3,3,2,3,2,12,12,1,5,0,0,0,1,0,0,0,0,1,5,1,1,4,1,1,0,0,30,4,0,0,1,1,1,0,1,4,1,0,8750,1,1714,1314,1314,11203,0.37,77,8
2,4,5,1,2,0,3,1,5,1,1,1,9,3,0,10,0,0,1,4,7,0,16,3,2,3,2,12,12,0,0,0,0,2,0,0,0,1,1,0,5,2,0,0,0,0,0,0,12,2,1,0,0,0,0,0,1,1,5,0,27500,1,1232,818,818,10182,0.46,17.8,13
1,3,5,1,3,1,5,0,6,5,1,0,6,4,0,5,1,1,1,5,3,0,3,3,2,2,2,4,2,1,5,0,0,0,1,0,0,0,0,0,1,1,0,4,1,0,0,0,7,4,1,0,0,0,1,1,1,5,2,0,42500,0,2808,2408,1405,9442,0.57,31,13
2,2,5,0,3,0,4,0,4,5,1,0,3,2,0,10,1,1,1,3,3,0,3,3,1,3,4,12,12,0,0,0,0,0,0,0,0,0,0,1,4,3,0,1,1,0,0,0,7,2,0,0,1,1,1,2,1,3,5,0,3750,1,1008,1008,1008,10384,0.52,30,35.5
4,4,5,0,1,0,3,0,3,1,1,0,6,2,0,10,0,0,1,4,3,1,0,0,2,2,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,1,0,0,0,0,1,0,1,2,0,22500,0,581,581,0,2702,0.39,12.5,0
2,2,5,1,3,1,4,0,5,5,2,0,6,3,0,7,1,1,1,1,17,3,7,3,2,2,2,4,12,1,5,0,0,2,1,0,0,0,0,0,5,3,0,0,0,1,0,1,7,3,1,0,1,0,1,1,1,3,2,1,37500,0,1612,1212,1212,12612,0.52,61,18
5,2,6,1,3,0,4,0,5,5,2,0,3,4,0,3,1,0,1,3,2,2,3,3,2,3,4,8,4,1,1,0,0,10,1,0,0,1,0,0,0,0,0,1,2,1,0,1,7,3,1,0,0,0,1,1,1,4,1,0,72500,0,1610,1133,0,4195,0.56,44,2.5
5,2,6,0,3,1,3,0,6,5,2,0,6,3,1,7,1,1,1,1,22,0,3,3,2,1,1,1,2,0,0,0,0,2,0,1,0,1,0,1,6,3,0,2,3,0,0,1,12,4,0,0,0,1,1,0,1,1,1,1,27500,0,1568,1568,1568,13607,0.48,57,20
2,3,2,0,3,1,4,1,6,5,1,0,16,4,1,10,1,1,1,4,3,0,3,3,4,2,1,4,4,1,5,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,12,3,1,0,1,0,1,0,2,3,4,0,62500,0,1539,1539,513,6147,0.47,18.25,5
2,1,5,1,2,0,4,0,5,5,2,1,1,4,0,5,1,1,2,4,7,1,1,2,2,2,1,4,4,1,5,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,1,1,18,3,1,0,1,0,1,0,1,5,1,1,27500,0,4690,2558,0,7157,0.54,67,0
2,2,6,0,5,1,4,0,11,2,3,0,9,4,1,7,0,1,2,3,12,8,7,3,6,2,1,4,4,3,10,2,2,6,1,0,0,1,0,0,11,3,1,7,1,0,0,1,22,4,0,0,0,0,0,1,1,6,5,0,130000,0,4500,3750,3750,20853,0.51,22.6,123
8,3,6,1,4,1,3,0,8,5,3,0,1,4,0,10,1,1,1,4,3,1,1,3,2,2,1,4,4,1,8,0,0,2,1,0,0,0,0,0,8,3,0,2,2,0,0,0,18,2,1,0,0,0,1,0,0,5,2,0,37500,0,3100,2700,2700,9187,0.42,59.5,39.5
2,4,5,1,3,1,3,1,3,1,1,1,9,1,1,7,0,0,1,4,7,2,1,3,2,2,3,12,12,0,0,0,0,0,0,1,0,1,0,0,3,2,1,2,3,1,0,1,12,4,1,0,1,0,0,0,1,2,1,0,12500,1,1674,764,764,5948,0.51,59,16
1,1,6,0,3,0,4,0,5,1,1,2,6,2,0,7,0,1,1,3,12,0,7,2,2,3,1,4,4,2,2,8,0,0,1,0,0,0,0,1,5,3,0,1,3,0,0,0,22,2,1,0,1,1,0,2,1,5,3,0,97500,0,4218,4218,4218,19513,0.41,43.666666666666664,26
2,2,5,0,2,1,1,0,5,5,1,0,9,2,0,5,1,0,1,3,7,0,0,0,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,12,2,0,0,1,1,1,1,1,2,1,0,22500,0,2034,887,0,16979,0.69,60,21
3,1,5,0,2,0,3,0,5,5,1,0,9,2,0,10,1,0,1,4,7,0,0,0,3,3,2,4,8,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,1,0,1,4,4,1,0,0,0,1,1,2,3,2,0,12500,1,900,900,900,5078,0.61,17,2.5
1,3,5,1,3,0,5,0,5,1,2,0,6,4,0,7,0,1,1,3,3,0,3,3,2,3,2,2,4,2,5,1,0,2,1,0,0,0,0,0,0,0,0,5,2,0,0,0,22,3,1,0,0,0,0,1,2,2,3,0,130000,0,1500,1250,750,7279,0.56,41,0
2,2,5,0,3,0,3,0,6,1,1,0,3,0,0,5,0,1,1,4,3,0,7,3,1,2,1,8,12,1,8,0,0,0,1,0,0,0,0,0,6,3,0,1,1,0,0,0,12,4,1,0,0,1,0,1,1,3,4,0,52500,0,3267,2178,2178,9162,0.51,31,57
3,4,5,1,3,1,4,1,6,1,2,0,9,2,1,7,0,1,1,3,2,0,7,3,2,3,1,2,4,1,2,0,0,0,1,0,0,0,0,0,6,1,0,1,1,0,0,1,7,3,1,0,0,0,0,0,1,2,2,0,22500,0,1675,1275,1275,10139,0.35,53.5,0
3,4,5,0,1,0,3,0,3,5,1,0,6,2,0,0,0,1,1,4,3,0,0,0,2,3,3,4,4,1,1,0,0,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,3,1,0,1,0,0,1,1,2,1,0,62500,0,1470,1102,1102,7574,0.52,29,21
5,7,2,0,1,0,3,0,3,5,1,0,6,2,0,5,1,0,1,3,7,1,3,3,2,2,1,4,4,1,5,0,0,2,1,0,0,0,0,1,3,2,0,1,2,1,0,1,4,3,0,0,1,1,1,1,2,5,2,0,47500,0,960,960,960,6557,0.37,33.5,2.5
1,2,6,0,2,0,3,0,5,1,1,0,9,1,0,7,0,1,1,5,17,0,3,3,2,2,1,8,8,1,2,0,0,2,1,0,1,1,1,0,0,0,0,3,3,1,0,0,12,3,1,0,0,0,0,0,1,3,2,0,37500,0,1683,1683,0,16881,0.59,52,46.5
6,2,6,1,4,0,4,0,10,-2,3,1,9,2,1,10,0,1,1,3,17,8,7,3,5,2,2,2,2,4,5,5,5,6,1,1,0,0,0,0,0,0,0,1,1,1,0,0,22,3,0,0,0,0,1,0,1,6,3,1,130000,0,9072,6092,2437,16048,0.47,42.666666666666664,37.5
1,2,6,0,5,1,4,1,6,2,1,0,1,3,0,7,0,0,1,4,7,0,7,3,3,2,2,12,12,1,2,0,0,2,1,0,0,0,1,1,0,0,0,0,0,1,0,0,7,2,0,0,1,1,0,0,1,1,2,1,17500,1,3248,2576,224,13775,0.6,66.5,18.5
4,1,5,1,3,1,3,1,7,5,2,0,16,2,0,10,1,1,1,3,3,5,7,3,2,3,2,4,8,3,2,1,1,2,1,0,0,0,0,0,0,0,0,3,2,1,0,0,22,4,1,0,0,0,1,1,1,2,3,0,97500,0,1638,1238,577,10610,0.49,31.333333333333332,39.5
1,1,5,0,3,0,3,0,6,1,1,0,0,3,0,10,0,0,1,4,3,0,7,3,2,1,3,8,4,4,10,10,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,1,0,0,0,0,0,1,2,4,0,2000,1,2013,2013,335,2874,0.69,21,18
4,4,1,1,2,0,4,0,5,5,1,1,1,2,0,3,1,1,1,3,22,1,1,3,2,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,1,18,3,1,0,0,0,1,0,1,3,1,1,52500,0,2566,2166,2166,5631,0.4,85,5
1,1,5,0,2,0,3,0,4,5,1,0,0,1,1,1,1,1,1,4,2,0,1,0,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,7,2,0,0,1,1,1,1,1,1,2,0,12500,1,1900,1900,475,9659,0.6,42.5,22.5
6,3,5,0,2,0,4,0,4,5,2,0,9,3,0,18,1,0,1,1,7,0,7,3,3,1,1,4,8,0,0,0,0,6,0,0,0,0,0,1,5,1,1,1,2,1,0,0,30,2,0,0,1,1,1,2,1,3,3,0,22500,1,1035,828,1035,10446,0.54,44,50
6,1,5,0,4,0,5,0,9,1,2,1,6,2,0,7,0,1,1,3,2,8,7,3,6,3,2,2,4,2,10,5,0,2,1,0,0,1,1,0,9,3,1,4,3,0,0,0,18,4,1,0,0,0,0,1,2,5,5,0,130000,0,2870,2870,2870,20453,0.43,26.4,43.5
5,3,3,0,2,0,3,0,3,5,1,0,3,2,0,10,1,0,1,4,7,0,0,0,2,2,1,2,4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,1,0,0,0,18,2,0,0,1,1,1,1,1,1,4,0,2000,1,793,793,264,19036,0.43,19,7.5
1,4,5,0,2,0,3,0,0,1,1,0,0,0,0,18,0,0,2,4,12,0,0,0,1,1,1,12,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,4,1,0,0,0,0,0,6,1,6,1,22500,1,805,0,0,3197,0.38,24.166666666666668,10.5
6,3,5,1,4,1,4,1,7,5,2,1,9,4,1,7,1,1,1,3,17,8,7,3,4,2,1,8,8,6,5,5,10,6,1,1,0,0,0,1,7,3,1,2,3,1,0,0,30,3,1,0,1,1,1,1,1,3,5,0,130000,0,3472,2048,2048,24903,0.47,26.2,13
2,1,6,1,4,0,3,1,7,1,2,0,6,1,0,7,0,1,2,4,17,8,3,3,3,2,1,12,12,2,8,1,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18,3,1,0,0,0,0,1,1,3,2,0,77500,0,1762,1362,0,6455,0.56,63.5,30.5
7,3,5,1,3,0,4,1,6,5,2,0,6,3,1,5,1,1,1,4,7,3,7,3,4,3,2,8,8,1,2,0,0,2,1,0,0,1,0,1,6,3,0,6,1,1,0,0,12,4,0,0,1,1,1,0,1,3,2,1,32500,0,2262,1862,1862,14619,0.45,65,50
6,4,1,1,3,1,4,0,5,5,2,0,1,2,1,5,1,1,1,3,17,1,7,2,3,2,2,8,12,2,8,1,0,2,1,0,0,1,1,1,5,3,1,3,2,1,0,0,12,3,0,0,1,1,1,0,1,5,1,1,12500,1,2199,1799,1799,13468,0.42,64,13
5,1,6,1,2,0,3,0,4,1,2,0,9,2,1,10,0,0,1,4,7,0,3,3,1,3,5,1,2,4,2,1,1,0,1,0,1,1,0,0,3,1,0,0,0,0,0,1,2,3,1,0,1,0,0,1,1,2,1,0,130000,0,1164,914,685,3776,0.59,48,18.5
5,2,6,0,3,0,3,0,6,5,2,0,9,3,1,18,1,1,1,4,3,0,7,2,4,2,1,8,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,2,0,0,1,1,1,0,1,1,7,0,12500,1,1216,1216,0,28813,0.61,31.285714285714285,5
8,1,5,1,4,0,4,0,9,-2,4,0,3,4,0,7,0,1,3,3,7,3,7,3,2,3,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,30,4,1,0,0,0,1,1,1,7,3,0,130000,0,8408,8408,0,17928,0.73,35.666666666666664,25
6,3,6,1,3,1,5,0,7,5,3,0,6,4,0,7,1,0,3,2,2,3,7,3,3,3,2,8,8,1,2,0,0,6,1,1,0,0,1,0,7,1,1,2,2,1,0,1,22,3,0,0,0,0,1,0,1,2,2,1,62500,0,5145,4745,4745,8128,0.58,66.5,26.5
1,3,5,0,1,0,4,0,3,5,1,0,9,4,0,5,1,0,1,4,22,0,0,0,1,3,1,12,12,1,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,1,2,2,3,1,0,22500,0,540,540,0,423,0.5,27,21
1,5,6,1,3,1,3,2,4,5,1,0,1,4,0,7,1,1,1,4,12,0,3,3,1,2,1,2,4,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,0,1,12,3,0,0,0,1,1,1,1,2,1,0,32500,0,5163,3674,0,12862,0.59,52,10.5
3,2,6,0,4,0,5,1,7,-2,1,0,1,4,1,7,1,1,1,3,12,8,13,2,4,2,1,8,8,1,5,0,0,2,1,0,0,1,0,1,0,0,0,3,3,1,0,0,12,3,0,0,0,1,1,1,1,2,7,1,52500,0,3168,2832,782,20589,0.53,35,57
8,2,5,1,3,0,4,0,6,5,2,0,3,2,0,5,1,1,2,4,3,1,3,3,2,3,2,4,4,2,8,8,0,2,1,0,0,0,0,0,6,3,0,2,2,0,0,1,7,3,1,0,0,0,1,1,1,5,2,0,82500,0,2304,1904,1904,8338,0.55,28.5,52
3,3,5,0,1,0,4,0,2,5,1,0,16,2,0,10,1,0,1,1,12,0,0,0,2,1,1,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,0,0,7,3,0,0,1,1,1,1,0,3,4,0,17500,1,594,297,149,14363,0.43,29,21
5,1,5,0,1,0,3,0,3,5,1,0,6,2,0,5,1,1,1,1,7,0,3,3,2,3,1,4,4,1,5,0,0,0,1,0,0,0,0,1,3,3,0,0,0,1,0,0,4,3,0,0,1,1,1,1,2,4,1,0,32500,0,687,687,687,9153,0.4,53,8
4,2,5,0,2,0,4,0,5,5,2,0,6,1,0,5,1,0,1,4,3,1,3,3,3,2,1,2,2,2,1,1,0,0,1,0,0,1,0,1,5,3,0,1,1,1,0,1,4,3,0,0,1,1,1,0,2,4,3,0,27500,0,998,998,998,15497,0.42,18.666666666666668,5
4,3,6,1,4,0,5,1,8,1,2,0,6,3,1,5,0,0,2,3,7,8,13,3,2,3,2,2,1,2,10,2,0,10,1,0,0,1,0,0,8,3,1,3,3,1,0,0,12,3,1,0,0,0,0,0,1,4,6,0,22500,1,2728,1846,2728,18301,0.36,22,23.5
5,1,5,0,2,0,3,0,4,5,1,0,3,1,0,7,1,0,1,4,7,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,0,0,1,2,4,0,0,1,1,1,1,1,2,4,0,17500,1,841,841,841,10837,0.54,15,2.5
4,1,5,0,3,0,3,0,5,1,2,0,3,3,1,18,0,1,1,4,7,0,0,0,3,3,2,8,4,1,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,1,0,0,0,0,1,1,1,5,0,32500,1,870,870,174,4563,0.49,17.8,10.5
7,3,6,0,4,0,4,0,6,5,2,1,16,1,0,10,1,0,1,4,3,0,16,3,2,1,1,2,4,1,2,0,0,0,0,0,0,0,0,1,6,3,0,0,0,1,0,1,12,4,0,0,1,1,1,2,2,3,5,0,6250,1,1493,1493,1493,17843,0.45,13.4,22.5
4,3,6,1,5,1,3,1,8,1,3,0,9,3,0,7,0,1,2,5,7,5,7,3,3,1,2,2,2,2,2,1,0,2,1,0,0,1,0,0,8,1,1,1,3,0,0,1,22,3,1,0,1,0,0,1,1,5,2,1,130000,0,2327,1927,1927,7449,0.62,67.5,39.5
4,4,5,0,2,1,4,0,5,1,2,0,1,4,0,7,0,1,1,3,7,3,3,3,1,2,1,2,1,2,10,10,0,2,1,0,0,1,0,0,5,1,0,0,0,1,0,1,7,2,1,0,0,0,0,1,1,5,2,1,130000,0,1529,1529,1529,5858,0.39,63,12.5
5,1,5,0,2,0,3,0,4,5,1,0,6,2,0,5,1,1,1,4,7,3,0,0,1,2,1,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,12,3,0,0,1,1,1,2,1,2,1,0,12500,1,717,717,179,6725,0.45,29,17
4,3,5,0,2,0,2,0,4,5,1,0,1,4,0,3,1,1,1,1,7,3,7,3,3,3,1,4,2,0,0,0,0,2,0,0,0,0,1,1,4,3,1,4,3,0,0,0,12,4,1,0,0,1,1,1,1,2,3,0,42500,0,1144,1144,1144,10666,0.42,17.666666666666668,10.5
1,2,6,0,3,0,4,0,3,5,1,0,3,1,0,10,1,0,1,3,7,0,7,0,2,2,1,8,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12,3,1,0,0,1,1,0,2,1,3,0,27500,0,1104,552,184,11864,0.45,61.333333333333336,0
4,2,6,1,2,1,3,1,4,5,1,1,3,2,0,7,1,1,1,4,3,2,3,3,2,3,1,4,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,12,4,1,0,1,0,1,1,1,2,1,0,27500,0,4560,1845,461,5262,0.57,53,18.5
1,7,2,0,3,1,5,1,3,1,2,0,1,3,1,18,0,1,1,3,3,5,13,3,4,3,3,12,12,1,2,0,0,6,1,0,0,1,0,0,0,0,0,6,3,0,0,0,12,2,1,0,1,0,0,1,6,3,4,0,32500,1,916,458,305,6450,0.49,12.75,90
5,4,6,0,1,0,3,0,4,5,1,0,0,1,1,1,1,1,1,4,3,0,1,1,3,1,1,2,2,0,0,0,0,2,0,0,0,1,0,1,4,2,0,3,3,0,0,0,7,4,0,0,1,1,1,0,1,2,2,1,2000,1,1292,1292,1292,7724,0.36,69.5,2.5
1,3,6,0,3,0,4,0,6,5,1,0,16,2,1,7,1,1,1,4,22,0,0,0,1,3,4,4,8,1,10,0,0,2,1,0,0,1,0,0,0,0,0,1,1,1,0,0,22,4,0,0,0,0,1,0,1,4,2,0,47500,0,2262,1508,251,5270,0.58,57.5,29
8,4,7,1,3,0,5,0,8,-2,4,1,1,3,0,5,1,1,4,3,7,5,3,3,4,3,4,4,4,1,1,0,0,2,1,0,0,1,0,0,8,3,1,9,3,0,1,0,30,4,1,0,1,0,1,0,1,2,2,1,130000,0,5416,4766,4766,34466,0.44,72.5,108.5
7,1,5,0,2,0,4,0,5,5,2,0,1,4,1,5,1,1,1,4,12,2,13,3,2,2,1,4,4,0,0,0,0,0,0,0,0,0,1,0,5,1,1,0,0,0,0,1,4,4,1,0,0,0,1,0,1,2,2,1,22500,0,1093,1093,1093,4007,0.57,86.5,15.5
6,3,6,0,3,0,3,1,6,2,2,0,16,3,0,10,0,1,2,3,7,0,13,3,3,2,1,8,4,0,0,0,0,6,0,0,0,0,1,1,6,2,1,0,0,0,0,1,7,3,0,0,1,1,0,2,1,4,6,0,27500,1,1582,1582,1582,16045,0.67,18.666666666666668,40
4,1,1,0,3,1,4,0,6,1,1,0,0,2,0,10,0,1,1,3,2,0,3,3,2,2,1,2,4,2,2,2,0,2,1,0,0,0,0,0,6,1,0,4,1,1,0,0,7,3,1,0,0,0,0,1,1,2,5,0,42500,0,1325,1325,1325,13838,0.44,30.2,21
1,1,6,0,3,1,4,0,7,1,2,0,9,2,1,5,0,0,2,3,2,3,3,3,2,3,2,2,4,2,5,1,0,0,1,0,0,1,0,0,0,0,0,4,3,0,0,0,12,3,1,0,1,0,0,1,1,5,3,0,67500,0,1914,1914,1367,14234,0.51,25.666666666666668,12.5
5,1,5,0,1,0,4,0,1,5,1,0,3,4,1,3,1,0,1,4,7,3,7,3,1,2,1,8,12,1,2,0,0,2,1,0,0,0,0,0,5,1,0,0,0,0,0,0,7,2,1,0,1,0,1,1,2,3,1,0,37500,0,991,198,991,5838,0.41,30,10.5
8,3,5,1,3,1,3,0,6,5,3,1,9,3,1,7,1,1,1,3,2,1,1,3,2,3,3,8,8,4,8,8,10,2,1,0,0,1,0,1,6,1,1,3,2,0,0,0,12,4,0,0,1,1,1,1,4,5,1,0,52500,0,2640,2390,1760,14886,0.44,25,20
5,2,5,0,2,1,3,0,5,5,2,0,3,3,0,5,1,1,1,4,12,1,0,0,1,2,1,8,8,2,2,1,0,0,1,0,0,0,0,0,5,2,0,3,1,0,0,1,4,3,1,0,1,0,1,2,2,4,5,0,47500,0,949,949,949,8411,0.49,24.8,21
5,3,5,0,2,0,4,0,4,5,1,1,6,3,0,5,1,1,1,3,3,3,3,3,4,3,2,8,4,2,5,2,0,0,1,0,0,0,0,1,0,0,0,4,3,0,0,1,4,2,0,0,1,1,1,0,1,0,5,0,97500,0,1529,1019,764,37432,0.55,19.8,5
2,2,5,0,3,0,4,1,6,-2,2,0,9,2,0,7,0,1,2,4,3,0,7,3,4,3,3,8,12,1,5,0,0,2,1,0,0,0,0,0,0,0,0,4,1,1,0,0,12,3,1,0,1,0,1,1,1,4,4,0,62500,0,2368,1480,0,10047,0.63,23,34
1,1,5,0,4,0,3,0,8,-2,2,1,1,4,0,1,1,0,1,4,7,3,3,3,2,3,3,2,4,1,1,0,0,2,1,0,0,0,0,1,8,3,0,4,3,1,0,1,12,3,0,0,1,1,1,0,1,2,2,1,37500,0,1720,1720,1720,13170,0.56,80,0
4,1,5,0,1,0,3,0,3,1,1,0,9,3,0,7,0,0,1,3,7,0,0,0,1,2,1,4,4,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,3,1,0,0,0,0,0,1,2,1,1,12500,1,358,358,0,1203,0.48,77,0
5,2,8,0,4,1,4,0,2,2,2,0,9,1,0,18,0,0,2,4,3,0,0,0,3,2,1,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,1,1,0,0,12,4,0,0,1,1,0,1,1,1,7,0,27500,1,1940,647,323,12543,0.34,20.714285714285715,0
1,1,6,1,4,1,4,0,7,-2,2,1,16,2,1,7,0,1,1,5,17,5,7,2,2,2,1,2,4,2,8,2,0,2,1,0,0,1,1,0,7,1,1,5,2,1,0,1,22,3,1,0,1,0,1,2,1,5,3,0,130000,0,4807,2690,2690,10913,0.62,53.666666666666664,47
1,3,5,0,2,0,4,0,5,1,1,0,16,3,0,18,0,0,1,4,3,0,0,0,4,3,3,4,4,2,2,2,0,2,1,0,0,1,0,0,0,0,0,2,1,1,0,0,12,3,1,0,0,0,0,1,2,6,4,0,47500,0,1197,1197,239,8075,0.69,26,10
5,7,5,0,1,0,3,0,3,5,1,0,1,2,0,7,1,1,1,4,2,2,0,0,2,2,1,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,1,1,1,2,1,0,32500,0,675,675,450,2545,0.52,64,10.5
8,3,5,1,3,0,4,0,5,5,2,1,6,2,0,7,1,1,1,4,2,3,3,2,2,3,2,1,2,1,10,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,7,3,0,0,1,1,1,1,1,5,2,0,27500,0,1929,962,0,32471,0.51,23.5,30.5
8,3,5,1,3,1,4,0,6,5,2,1,6,2,0,7,1,1,1,4,7,2,3,3,4,2,1,2,2,1,1,0,0,2,1,0,0,0,0,0,0,0,0,3,1,0,0,1,12,4,0,0,0,0,1,1,1,6,1,0,72500,0,3080,1990,995,5689,0.53,53,5
4,2,5,0,3,1,3,0,6,5,2,1,6,4,0,7,1,0,1,4,12,8,13,3,2,3,2,12,12,1,5,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,18,3,0,0,0,0,1,1,1,4,2,0,130000,0,3167,2167,0,8957,0.53,36,0
6,3,5,0,2,1,3,0,4,5,2,0,3,3,1,7,1,1,1,4,12,2,3,3,1,2,1,2,2,1,1,0,0,0,1,0,0,0,1,0,4,1,0,0,0,1,0,0,7,4,0,0,0,0,1,0,1,5,1,1,77500,0,1205,1205,1205,4704,0.56,85,7.5
4,1,5,0,4,1,3,1,6,2,2,0,6,3,1,7,0,1,1,4,7,5,16,3,3,3,2,4,4,3,8,2,1,2,1,0,0,0,1,0,6,2,0,5,3,1,0,0,18,3,0,0,0,0,0,1,1,5,6,0,42500,1,2387,2046,2046,15872,0.57,17.166666666666668,10.5
5,7,3,0,3,0,2,0,5,5,2,1,3,2,1,7,1,1,2,3,3,8,7,2,3,2,1,2,2,5,10,1,1,2,1,0,0,1,0,0,5,3,0,4,2,1,0,0,12,3,1,0,0,0,1,1,1,5,5,1,87500,0,3682,2301,2301,16470,0.47,32.4,0
2,3,6,0,3,1,4,1,6,1,1,1,16,3,0,10,0,1,1,4,17,0,13,3,3,3,4,12,12,2,2,2,0,0,1,0,0,1,0,0,0,0,0,3,2,0,0,0,12,3,1,0,0,0,0,0,1,3,7,0,47500,1,3840,1920,960,7860,0.49,24.285714285714285,5
4,1,6,0,4,0,5,1,7,-2,3,1,0,4,0,10,1,0,2,3,2,0,3,3,2,3,2,2,2,3,2,2,1,2,1,0,0,0,0,1,7,2,1,3,1,0,0,0,12,3,0,0,1,1,1,0,4,2,4,0,2000,1,4464,4464,4464,10425,0.46,45.5,0
3,4,5,0,2,0,3,0,2,-2,1,0,6,1,0,7,1,1,1,4,17,2,0,0,3,3,1,4,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,4,3,0,0,1,1,1,0,1,2,1,1,22500,0,1213,607,0,6407,0.37,85,33
8,3,6,1,3,0,4,0,7,1,2,1,9,2,1,7,0,1,1,4,2,8,7,3,2,2,2,4,2,1,1,0,0,0,1,0,0,0,0,0,7,1,1,3,1,0,0,1,18,3,1,0,0,0,0,0,1,3,4,1,47500,0,4851,3098,3098,9024,0.55,26.5,13
1,3,6,0,3,1,3,1,5,5,1,0,6,3,1,5,1,1,1,4,7,3,7,3,2,3,5,2,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,5,3,1,0,0,7,3,0,0,0,0,1,1,1,3,1,0,27500,0,1932,1312,525,14074,0.51,36,2.5
4,3,5,1,6,1,4,1,11,1,3,0,6,4,0,10,0,1,3,1,3,0,3,3,2,3,2,4,4,1,1,0,0,10,0,0,0,1,0,0,11,1,0,4,3,0,0,0,18,3,1,0,0,0,0,2,1,2,2,0,12500,1,3349,2949,2949,6991,0.48,57.5,5
2,3,6,0,3,1,3,0,7,5,1,1,3,1,0,7,1,1,1,4,12,3,3,3,2,3,2,2,4,1,1,0,0,2,1,0,0,1,0,0,6,2,1,6,3,1,0,0,12,3,1,0,1,0,1,1,1,3,1,0,52500,0,2390,1365,1170,7474,0.47,52,5
4,3,6,0,3,0,4,1,6,1,1,0,6,3,0,7,0,1,1,3,7,0,3,3,4,3,2,4,2,1,1,0,0,2,1,0,0,0,0,0,6,3,0,3,3,1,0,0,7,3,1,0,1,0,0,1,2,4,2,0,67500,0,1177,1177,1177,5112,0.56,55,2.5
5,1,6,1,2,0,4,0,4,5,2,0,9,2,0,7,1,1,2,3,22,1,13,3,2,2,1,2,2,0,0,0,0,0,0,0,0,0,1,1,5,2,0,3,3,1,0,0,12,4,0,0,1,1,1,0,1,2,2,1,12500,1,2970,2744,2320,26337,0.54,68,10
