YEARMADERANGE,WALLTYPE,ROOFTYPE,BEDROOMS,NCOMBATH,NHAFBATH,PRKGPLC1,STOVENFUEL,OVENUSE,AMTMICRO,DEFROST,TOASTER,NUMMEAL,FUELFOOD,COFFEE,NUMFRIG,TYPERFR1,SIZRFRI1,AGERFRI1,NUMFREEZ,DWASHUSE,WASHLOAD,DRYRUSE,TVCOLOR,TVSIZE1,TVTYPE1,TVONWD1,TVONWE1,NUMPC,TIMEON1,TIMEON2,TIMEON3,INTERNET,WELLPUMP,AQUARIUM,STEREO,BATTOOLS,HEATROOM,MOISTURE,FUELH2O,ACROOMS,USECENAC,PROTHERMAC,NUMCFAN,USECFAN,TREESHAD,RECBATH,LIGHTS,SLDDRS,WINDOWS,ADQINSUL,USENG,USESOLAR,ELWARM,ELWATER,ELFOOD,EMPLOYHH,Householder_Race,EDUCATION,NHSLDMEM,MEANAGE,RETIREPY,MONEYPY,POVERTY150,TOTSQFT,TOTHSQFT,TOTCSQFT,KWH,WSF
6,4,1,3,2,1,1,0,6,2,0,0,7,1,1,2,4,3,7,1,8,7,3,4,1,2,4,4,1,1,0,0,1,0,0,1,6,6,0,0,6,3,1,4,3,0,0,31.5,1,18,4,1,0,1,0,1,0,1,2,2,73.0,1,130000,0,2888,2488,2488,17474,0.46
2,3,5,3,1,1,1,0,6,3,0,1,7,1,1,1,4,3,12,0,1,1,1,3,2,1,2,8,1,2,0,0,0,1,0,0,2,5,0,1,0,0,0,0,0,1,0,5.0,1,12,2,0,0,1,1,1,0,1,2,1,50.0,0,17500,0,2126,834,0,15331,0.5
8,3,6,3,2,0,1,1,1,1,0,0,1,1,0,1,4,3,3,0,1,3,3,3,3,5,2,1,0,0,0,0,0,0,0,1,2,6,0,0,6,3,1,1,2,0,0,34.0,1,7,3,1,0,0,0,1,1,1,2,1,24.0,0,27500,0,4085,3685,1750,7466,0.57
3,1,0,1,1,0,0,1,6,4,0,0,5,1,0,1,4,3,7,0,1,0,0,1,2,2,12,12,2,5,10,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,76.5,0,4,3,1,0,0,0,1,0,2,7,2,28.5,0,2000,1,880,880,293,2210,0.67
4,3,0,2,2,0,0,1,6,2,0,0,5,1,0,1,4,3,3,0,2,7,3,3,2,3,8,8,2,10,5,0,1,0,0,1,2,4,1,0,4,3,0,0,0,1,0,2.5,1,4,3,1,0,0,0,1,1,1,5,2,34.0,0,72500,0,1268,1268,1268,10609,0.4
7,3,6,4,2,3,1,0,3,4,0,0,5,0,1,2,5,5,2,0,1,3,3,4,3,2,2,4,1,2,0,0,1,0,0,1,2,8,0,0,8,3,1,5,3,0,0,46.0,1,18,4,1,0,1,0,0,1,6,5,4,37.0,0,82500,0,6323,3858,3858,8155,0.68
8,1,5,5,4,1,1,0,6,3,1,0,5,1,1,2,3,5,3,1,3,3,3,5,3,2,12,4,4,10,1,1,1,0,0,0,6,12,0,0,12,3,1,9,2,0,1,50.0,0,30,4,1,0,0,0,1,1,1,5,2,65.0,1,130000,0,6190,5540,5540,29642,0.41
1,2,6,3,1,0,1,0,6,4,0,0,5,0,1,1,4,3,7,0,0,7,3,2,2,1,4,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,2,1,0,80.0,0,18,4,1,0,0,0,0,2,1,2,5,43.4,1,2000,1,1600,720,120,14879,0.55
4,3,6,3,2,0,1,1,9,3,1,0,10,1,1,3,3,4,12,0,8,7,3,8,3,2,8,12,1,1,0,0,1,0,0,0,10,9,0,0,9,3,1,2,3,1,0,99.5,0,18,3,1,0,0,0,1,1,1,3,8,24.0,0,27500,1,2475,2075,1046,12181,0.56
8,1,5,4,2,1,1,0,6,4,1,1,10,1,1,2,3,4,7,0,3,3,3,4,3,2,4,8,2,2,1,0,1,0,0,1,10,8,0,1,8,3,1,5,3,0,0,10.5,0,12,4,1,0,1,1,1,0,1,3,4,22.75,0,77500,0,3392,2742,2742,23358,0.59
4,2,0,0,1,0,0,1,1,1,0,0,7,1,1,1,4,2,3,0,0,0,0,1,1,1,1,4,1,1,0,0,1,0,0,0,0,1,0,1,1,3,1,1,0,1,0,10.5,0,4,4,0,0,1,1,1,1,1,2,1,67.0,0,12500,1,866,866,866,5319,0.39
7,1,5,3,3,1,1,0,3,4,1,0,5,1,1,3,3,4,7,0,3,7,3,7,2,2,12,12,4,5,1,1,1,0,0,1,2,7,0,0,7,3,1,5,3,1,0,37.0,0,22,4,1,0,1,0,1,0,1,2,2,71.5,1,130000,0,4409,3759,3759,23179,0.59
1,3,2,2,1,0,0,1,6,4,1,0,5,1,0,1,4,3,7,1,0,3,3,2,2,1,8,2,0,0,0,0,0,1,0,0,0,6,1,1,0,0,0,2,3,1,0,0.0,0,12,4,0,0,1,1,1,0,1,2,1,79.0,1,8750,1,1015,870,145,9059,0.54
6,2,6,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,1,10,2,0,1,0,0,0,0,0,1,0,0.0,0,4,4,0,0,1,1,0,1,1,5,1,60.0,0,22500,0,120,120,60,4467,0.5
3,3,8,4,3,0,1,0,9,2,0,0,7,1,1,1,5,3,7,2,5,7,3,3,2,1,4,4,2,2,2,0,1,1,0,1,6,10,0,0,10,3,0,0,0,1,0,39.5,0,30,3,1,0,1,0,1,0,1,5,2,69.0,1,47500,0,4756,3405,3405,13933,0.4
1,2,6,2,1,0,0,0,9,1,0,0,7,0,1,1,5,3,17,0,0,3,3,2,2,1,8,8,1,2,0,0,1,0,1,1,2,5,1,0,0,0,0,3,3,1,0,46.5,0,12,3,1,0,0,0,0,0,1,3,2,52.0,0,37500,0,1683,1683,0,16881,0.59
1,5,5,2,1,0,1,0,3,2,0,0,7,0,1,1,4,4,17,0,0,1,2,1,1,1,1,1,1,8,0,0,1,0,0,1,2,5,0,0,5,3,1,3,2,1,0,33.0,0,22,2,1,0,1,0,0,0,1,5,1,73.0,1,32500,0,1520,1270,1270,9888,0.39
7,3,5,2,1,1,1,1,16,4,1,1,10,1,0,1,4,4,7,0,5,3,3,2,2,2,8,8,2,10,10,0,1,0,0,0,2,3,1,1,3,3,1,1,0,1,0,18.0,1,22,4,0,0,1,1,1,0,0,5,3,18.666666666666668,0,130000,0,1538,1288,1288,12642,0.56
1,2,6,4,2,0,0,1,3,4,0,1,1,1,0,1,4,4,17,0,8,3,2,1,2,1,8,4,0,0,0,0,0,1,0,0,2,7,0,0,2,1,0,1,1,0,0,21.0,0,22,3,1,0,1,0,1,0,1,2,1,85.0,1,12500,1,2505,1680,480,9381,0.55
2,3,5,2,1,1,1,0,3,4,0,0,5,0,0,1,4,3,7,0,0,3,3,2,2,1,2,2,0,0,0,0,0,0,0,0,2,4,0,1,4,1,0,2,2,1,0,5.0,0,12,2,1,0,0,1,0,1,2,3,2,35.5,0,72500,0,1034,784,784,10066,0.42
6,3,6,3,2,0,0,0,3,2,1,0,7,0,1,1,4,3,17,1,0,7,2,2,2,1,12,8,1,2,0,0,1,0,0,1,0,5,0,1,5,3,0,0,0,0,0,2.5,0,12,3,0,0,1,1,0,1,2,3,4,26.5,0,32500,1,1064,1064,1064,15311,0.41
4,3,6,4,2,0,1,1,6,3,1,0,7,1,0,2,4,4,17,1,3,7,2,4,2,1,4,12,0,0,0,0,0,1,0,1,2,7,0,1,7,1,0,0,0,0,0,34.5,1,7,4,0,0,0,1,1,1,1,2,3,39.333333333333336,0,42500,0,2825,2425,1750,17075,0.51
7,3,6,3,2,0,0,1,28,4,0,0,10,1,0,1,4,4,12,1,0,3,3,4,3,1,8,8,1,1,0,0,1,0,0,1,2,5,0,1,5,2,1,2,3,1,0,10.0,1,7,4,0,0,1,1,1,1,2,5,4,27.0,0,52500,0,1480,1480,1480,16820,0.43
3,3,6,3,1,1,1,1,6,3,1,0,10,1,0,2,4,4,12,1,0,3,3,4,1,1,4,2,1,2,0,0,1,1,0,1,2,5,0,0,5,1,0,0,0,0,0,0.0,1,7,4,1,0,0,0,1,0,1,2,2,71.0,1,27500,0,2242,1842,1842,5544,0.59
4,1,5,3,1,1,0,1,6,2,1,0,7,1,1,1,4,3,12,0,3,3,3,2,3,2,4,8,1,10,0,0,1,0,0,0,2,6,0,0,6,3,0,4,3,1,0,47.5,0,7,3,1,0,0,0,1,1,2,3,2,72.5,1,42500,0,972,972,972,12022,0.44
5,3,5,2,1,0,0,1,1,1,0,0,10,1,1,1,4,3,3,0,0,3,3,3,2,1,8,12,1,2,0,0,1,0,0,1,0,5,0,0,0,0,0,2,2,1,0,7.5,0,12,4,1,0,0,0,1,1,1,3,1,33.0,0,27500,0,1196,957,0,3037,0.64
4,1,5,2,2,0,0,1,1,2,0,0,18,1,1,1,4,3,3,0,3,3,3,1,2,1,8,8,2,8,1,0,1,0,0,1,0,5,1,1,5,1,0,0,0,0,0,10.0,1,4,2,0,0,1,1,1,0,1,2,1,69.0,1,32500,0,2412,1608,1608,9185,0.47
4,4,5,3,1,0,1,0,16,4,1,0,18,0,1,1,4,3,12,0,0,7,3,2,1,1,8,8,0,0,0,0,0,0,0,1,0,2,0,0,5,3,0,3,1,0,0,24.0,0,7,2,1,0,1,0,0,0,1,1,5,17.0,0,3750,1,1175,370,925,5227,0.55
5,4,7,3,2,0,1,0,6,2,0,1,7,1,1,1,3,4,17,0,3,3,3,3,3,1,4,4,1,5,0,0,1,0,0,1,2,6,0,0,0,0,0,0,0,0,0,13.0,1,7,4,1,0,0,0,1,0,2,5,2,63.0,1,57500,0,2256,1856,0,4670,0.39
4,3,8,2,1,0,0,0,6,3,1,0,7,0,1,1,4,3,7,1,2,3,3,2,2,1,4,2,1,1,0,0,1,0,0,1,6,2,0,1,0,0,0,0,0,0,0,2.5,1,7,2,0,0,0,1,0,0,1,2,2,35.0,1,12500,1,744,372,0,5904,0.46
8,4,5,3,3,1,1,0,9,3,1,0,7,0,1,2,2,5,7,2,5,3,2,3,3,2,4,8,3,10,8,5,1,0,0,1,2,10,1,0,10,3,1,6,2,0,0,18.5,1,22,4,1,0,1,0,0,0,1,3,2,60.0,1,82500,0,7360,6713,6063,5798,0.6
3,4,6,2,2,0,0,1,3,4,0,0,5,1,1,1,4,3,17,0,8,3,3,3,2,2,8,8,1,1,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,40.0,1,2,3,0,0,1,1,1,0,6,5,2,77.0,1,37500,0,964,964,0,3659,0.4
1,3,3,2,1,0,0,0,6,2,0,0,7,1,0,1,3,5,2,0,2,3,3,3,2,1,4,8,1,2,0,0,1,0,0,0,2,5,0,1,5,3,1,1,2,1,0,0.0,0,12,3,1,0,1,1,1,1,5,4,3,24.666666666666668,0,62500,0,1147,1147,1147,10631,0.38
7,4,1,5,4,1,1,0,6,2,0,0,7,0,1,2,3,5,7,0,5,13,2,4,3,4,2,4,5,8,8,5,1,0,0,1,6,11,0,0,11,1,1,0,0,0,1,122.0,0,30,3,1,0,0,0,1,2,1,5,3,38.333333333333336,0,130000,0,3749,3099,3099,13477,0.45
6,3,5,4,3,1,1,0,16,3,1,1,10,0,1,1,2,4,3,0,0,7,3,4,2,1,4,4,5,2,2,2,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,20.5,0,22,4,1,0,0,0,0,0,4,5,4,38.5,1,130000,0,1473,460,0,6809,0.6
3,3,5,3,1,0,0,1,6,2,0,0,7,1,1,1,3,3,2,1,0,13,3,3,2,2,8,8,1,1,0,0,1,0,1,1,6,6,0,0,6,3,1,3,1,1,0,78.0,0,12,2,1,0,1,0,1,0,1,2,3,43.333333333333336,0,47500,0,1610,1610,1610,15847,0.43
3,4,5,3,2,0,1,0,6,3,1,0,7,1,0,1,3,4,7,0,8,13,3,5,3,3,8,4,5,2,2,2,1,0,1,1,6,7,0,0,7,3,1,1,1,0,0,0.0,1,7,3,1,0,0,0,1,1,1,2,6,29.833333333333332,1,130000,0,1809,1409,1409,9732,0.51
6,2,0,2,2,0,0,1,16,2,0,0,7,1,1,1,4,3,12,0,3,3,1,2,2,2,12,12,3,10,2,1,1,0,0,1,10,6,0,1,0,0,0,0,0,1,0,26.0,0,7,2,0,0,1,1,1,1,1,4,2,27.0,0,110000,0,1248,1070,0,10572,0.49
3,4,0,1,1,0,0,0,16,1,0,0,0,0,0,1,4,4,12,0,0,0,0,1,2,1,1,1,2,10,10,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,5.0,0,4,4,1,0,0,0,0,0,4,8,1,32.0,0,67500,0,642,642,0,4092,0.39
1,3,5,2,1,0,0,0,1,4,1,1,5,0,1,1,4,4,22,0,0,0,0,2,2,1,4,2,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2,3,1,0,10.5,0,12,4,1,0,1,0,0,0,2,2,1,64.0,1,22500,0,2174,870,652,8742,0.54
5,3,5,3,2,0,0,0,6,2,0,0,5,0,1,1,4,3,7,1,1,7,3,4,2,1,4,12,0,0,0,0,0,0,0,1,2,7,0,0,7,3,0,5,2,1,0,30.5,0,12,4,1,0,0,0,0,1,1,2,2,66.0,1,22500,0,1403,1403,1403,7076,0.48
1,2,0,0,1,0,0,0,6,1,1,0,7,0,1,1,4,2,7,0,0,0,0,1,2,2,4,4,2,5,8,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,5.0,0,4,3,1,0,1,0,0,2,2,5,1,50.0,0,12500,1,392,392,0,2940,0.61
3,1,5,3,1,0,0,0,1,2,0,0,18,0,0,1,4,2,22,0,1,13,3,3,3,2,12,8,1,5,0,0,1,0,0,0,0,5,0,0,5,1,1,0,0,0,0,0.0,0,22,4,1,0,0,0,0,1,1,1,5,28.6,0,42500,0,1118,1118,1118,8797,0.57
5,3,5,2,2,0,0,1,9,3,1,0,5,1,0,1,4,3,7,0,0,7,3,2,2,2,12,12,0,0,0,0,0,0,0,0,2,5,0,1,5,3,0,2,3,0,0,5.0,1,4,4,0,0,1,1,1,2,2,2,3,49.666666666666664,0,52500,0,1053,1053,1053,9921,0.44
2,3,6,5,1,0,0,0,6,4,1,1,18,0,1,2,3,5,3,1,8,16,3,3,2,1,8,4,4,8,5,5,1,0,0,0,0,8,0,0,6,1,1,4,3,0,0,50.0,1,18,3,1,0,1,0,0,1,1,3,6,41.333333333333336,1,130000,0,2880,1980,1560,16133,0.54
3,2,5,3,1,1,0,1,9,2,1,0,10,1,0,1,4,3,17,0,8,7,2,2,2,1,2,4,1,2,0,0,1,0,0,1,2,6,0,0,5,1,1,0,0,1,0,31.0,0,18,3,1,0,1,0,1,0,1,5,5,23.8,0,67500,0,2196,2196,1190,9559,0.58
4,4,5,3,2,0,1,0,0,1,0,0,1,1,1,1,3,4,3,0,1,3,3,3,3,2,8,4,4,8,1,1,1,0,0,1,6,6,0,0,6,3,1,4,1,1,0,36.0,1,12,3,1,0,1,0,1,2,1,3,1,63.0,1,37500,0,2527,2127,2127,5967,0.37
5,3,5,3,1,1,1,1,1,4,1,0,5,1,1,1,4,3,12,0,5,7,3,2,3,3,2,2,3,1,2,1,1,0,0,0,0,7,1,0,7,3,1,3,3,1,0,21.0,1,12,3,1,0,0,0,1,2,1,3,2,65.5,1,77500,0,3606,3206,3206,7750,0.56
1,2,5,1,1,0,0,0,1,1,0,0,1,0,1,1,4,3,17,0,0,3,3,1,2,1,1,1,1,1,0,0,0,0,0,1,2,5,0,0,0,0,0,2,2,0,0,2.5,0,7,4,1,0,1,0,0,2,1,3,2,25.5,0,12500,1,1428,952,0,5650,0.58
6,4,1,3,2,0,1,0,3,2,0,1,5,0,1,1,3,4,12,0,3,3,2,2,3,2,8,4,2,2,10,0,1,0,0,1,2,5,0,0,3,2,0,3,3,0,0,0.0,1,4,4,1,0,1,0,0,1,1,6,2,27.0,0,92500,0,1590,1190,714,5804,0.44
4,3,5,3,1,1,1,1,9,4,0,0,7,1,0,1,4,4,7,1,1,13,3,2,2,2,4,2,1,1,0,0,0,0,0,1,0,5,1,1,5,1,0,4,3,1,0,2.5,1,12,3,0,0,1,1,1,0,1,3,1,62.0,1,42500,0,2400,1835,827,19164,0.45
1,4,8,3,2,0,1,0,6,1,1,0,7,0,0,2,5,4,7,0,3,3,3,1,2,1,2,2,1,5,0,0,1,0,0,1,0,6,0,0,0,0,0,0,0,1,0,7.5,0,18,4,1,0,0,0,0,1,1,7,2,64.5,1,130000,0,2310,1910,0,3579,0.52
6,3,3,3,2,0,0,0,9,3,0,1,10,0,0,1,4,3,2,0,8,13,3,1,2,1,8,12,2,2,2,0,1,0,0,0,2,3,0,1,3,3,0,2,3,0,0,47.5,0,7,3,0,0,0,1,0,0,1,3,2,60.5,0,27500,0,1216,730,1216,9423,0.42
1,3,5,4,2,1,0,1,6,3,0,0,5,1,1,1,2,5,12,0,1,16,3,12,3,4,4,4,5,5,2,2,1,0,0,1,0,8,0,0,0,0,0,5,3,1,0,36.0,0,22,2,0,0,1,0,1,1,6,3,5,46.2,0,130000,0,4794,2017,1261,15691,0.59
1,0,5,3,1,1,1,1,3,4,1,0,5,1,0,1,4,3,12,0,2,3,2,1,1,2,2,2,2,2,1,0,1,0,0,1,2,5,0,0,0,0,0,0,0,1,0,13.0,1,22,3,1,0,1,0,1,1,1,5,1,52.0,0,87500,0,2310,1128,0,5447,0.51
6,3,6,3,2,0,1,0,9,1,0,0,10,0,1,2,3,3,12,0,8,7,3,4,2,1,12,12,1,2,0,0,1,1,0,0,2,7,0,0,7,2,1,5,3,0,0,65.0,0,22,4,1,0,0,0,1,0,1,4,4,33.75,0,110000,0,5023,5023,4373,8790,0.49
4,4,1,3,2,0,1,0,1,3,1,0,10,0,1,1,5,4,3,1,2,3,3,3,3,2,4,4,0,0,0,0,0,0,0,1,2,5,1,0,5,3,1,0,0,0,0,2.5,1,7,3,1,0,0,0,0,0,1,2,2,79.0,1,32500,0,1858,1458,1458,6332,0.39
5,4,6,3,1,0,0,1,9,2,1,1,10,1,1,2,1,3,7,0,0,3,3,2,2,1,2,4,1,8,0,0,1,0,0,0,0,6,0,1,0,0,0,3,3,1,0,22.5,0,12,3,0,0,1,1,1,0,1,2,3,51.666666666666664,0,22500,1,1378,1378,230,12645,0.37
4,1,6,3,1,1,1,0,16,1,0,0,5,0,0,1,4,3,7,0,8,13,3,2,2,1,4,2,0,0,0,0,0,0,0,1,2,4,0,0,4,3,0,2,0,1,0,38.5,0,12,3,1,0,0,0,0,1,1,3,3,22.333333333333332,0,37500,0,1664,587,745,10060,0.45
2,1,6,3,2,0,1,0,9,2,1,0,7,0,1,1,3,4,17,0,0,7,3,3,2,2,8,12,0,0,0,0,0,0,0,0,0,6,0,0,6,3,0,2,2,0,0,32.0,0,7,2,1,0,1,0,0,0,1,6,3,64.66666666666667,1,42500,0,2279,2029,2029,5870,0.61
5,3,5,3,1,1,1,1,6,3,1,0,10,1,1,1,1,3,7,0,8,13,3,3,3,2,8,8,3,5,5,5,1,0,0,1,2,8,0,0,0,0,0,0,0,1,0,7.5,1,7,4,1,0,0,0,1,2,1,2,4,31.0,0,17500,1,1800,1550,113,14929,0.6
4,4,0,1,1,0,0,0,6,2,0,0,10,0,0,1,4,3,3,0,1,0,0,2,2,1,12,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0,0,18,3,1,0,0,0,0,1,0,1,2,12.5,0,22500,0,581,581,0,2702,0.39
7,3,5,4,2,1,1,1,9,2,0,0,3,1,0,1,4,4,7,0,8,7,3,3,3,2,4,4,1,5,0,0,1,0,0,0,2,9,0,0,9,3,0,0,0,0,0,26.0,0,12,4,1,0,0,0,1,1,2,3,1,36.0,0,57500,0,2432,2032,2032,6895,0.44
3,3,5,2,1,0,0,1,6,4,0,1,7,1,1,1,4,4,17,0,0,0,0,3,2,1,8,8,2,1,1,0,1,1,1,0,0,4,0,1,0,0,0,0,0,1,0,37.0,0,12,2,0,0,1,1,1,1,1,3,3,20.333333333333332,0,27500,0,1334,667,0,9370,0.53
6,1,5,4,2,0,1,0,1,4,1,0,7,0,1,1,3,4,12,0,1,3,3,2,2,1,8,12,1,1,0,0,1,0,0,0,2,5,0,0,5,3,0,2,1,0,0,22.5,0,18,3,1,0,1,0,0,1,1,3,1,59.0,0,92500,0,2705,1441,1441,14330,0.53
4,1,5,3,2,0,1,1,9,2,1,0,7,1,1,1,3,3,7,0,8,7,3,3,3,2,8,8,1,2,0,0,1,0,0,0,2,6,1,1,5,3,0,1,1,0,1,2.5,0,22,4,0,0,1,1,1,1,1,2,3,49.333333333333336,0,110000,0,2397,1997,1664,20142,0.37
3,1,5,4,3,0,0,1,9,3,1,0,10,1,1,1,4,4,3,1,5,3,3,5,1,2,4,8,1,1,0,0,0,0,0,0,2,9,0,0,9,3,0,5,1,1,0,22.5,1,12,4,1,0,1,0,1,0,1,4,2,79.0,1,37500,0,2700,2700,2700,8769,0.48
3,3,0,1,1,0,0,1,6,3,0,0,5,1,1,1,1,3,22,0,1,0,0,2,2,1,1,1,2,1,1,0,1,0,0,0,0,3,0,1,1,2,1,3,3,0,0,2.5,0,4,2,0,0,1,1,1,0,2,5,1,58.0,1,12500,1,770,770,257,10768,0.43
4,1,5,2,1,1,0,1,1,4,1,0,18,1,0,1,4,4,22,0,2,1,3,3,2,1,2,2,4,8,8,2,1,0,0,1,0,4,0,0,7,1,1,3,1,0,0,24.0,0,7,4,1,0,1,0,1,0,1,5,6,13.166666666666666,0,87500,0,1593,621,1088,5979,0.59
6,3,0,2,2,0,0,1,3,2,1,1,5,1,0,1,4,3,12,0,2,3,2,1,2,2,2,2,1,1,0,0,1,0,0,0,0,5,0,1,5,3,0,2,2,1,0,10.5,1,4,4,0,0,1,1,1,1,1,5,1,57.0,0,47500,0,1026,1026,1026,10473,0.46
5,2,5,4,2,2,1,0,6,2,1,0,7,0,1,2,3,5,12,0,5,7,3,5,3,2,4,8,1,2,0,0,1,0,0,0,2,8,0,0,0,0,0,0,0,0,0,25.0,1,12,3,1,0,0,0,0,1,1,5,5,26.0,0,47500,0,2897,2497,0,9684,0.56
5,3,0,1,1,0,0,0,6,2,0,0,5,0,1,1,4,3,7,0,1,3,3,2,3,2,4,8,0,0,0,0,0,0,0,1,2,4,0,0,4,3,0,1,1,0,0,10.5,0,4,2,1,0,0,0,0,1,2,3,1,62.0,0,37500,0,803,803,803,2870,0.48
3,2,6,4,1,2,1,1,9,2,0,1,7,1,1,2,5,4,2,0,8,3,3,2,1,1,2,2,4,10,10,2,1,0,0,1,2,10,0,0,0,0,0,0,0,1,0,21.0,1,22,3,1,0,1,0,1,1,1,6,4,31.25,0,97500,0,5220,4040,0,8126,0.55
2,5,0,1,1,0,0,0,6,2,0,0,18,0,1,1,1,3,12,0,0,0,0,1,1,1,4,8,3,8,10,8,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,42.0,0,12,3,0,0,1,1,0,1,2,5,4,27.0,0,22500,1,450,300,300,7754,0.4
4,3,0,1,1,1,0,1,9,2,0,0,7,1,0,1,4,3,7,0,3,0,0,2,3,2,2,8,1,2,0,0,1,0,0,0,2,3,0,1,3,3,0,1,1,0,0,84.0,1,2,3,0,0,1,1,1,1,1,3,1,58.0,0,67500,0,691,691,691,7130,0.4
5,2,6,3,2,1,1,0,1,3,0,1,10,0,1,1,2,4,3,0,3,13,3,3,3,2,4,4,3,10,2,1,1,0,0,0,2,7,0,0,7,2,0,3,3,0,0,21.0,1,7,2,1,0,0,0,0,1,1,4,3,64.33333333333333,1,110000,0,2216,1816,1816,8981,0.57
5,4,5,2,2,0,0,1,3,1,1,1,5,1,1,1,4,3,17,0,8,3,3,2,2,1,4,4,1,2,0,0,1,0,0,0,6,4,0,1,4,3,1,4,2,0,0,10.5,1,0,2,0,0,1,1,1,0,1,6,1,76.0,1,37500,0,1042,1042,1042,6562,0.34
2,1,2,4,2,0,1,1,3,3,1,1,10,1,1,1,1,2,12,1,0,1,3,2,2,1,1,1,0,0,0,0,0,1,0,0,0,7,0,1,5,1,0,3,1,1,0,34.5,0,18,2,0,0,0,1,1,0,1,2,1,83.0,1,12500,1,6292,6042,5190,6421,0.62
5,1,5,4,1,1,0,1,16,1,0,1,5,1,1,1,3,3,7,0,0,13,1,5,2,2,2,2,3,2,2,1,1,0,0,1,0,5,0,1,5,3,0,5,2,1,0,10.0,0,7,2,0,0,1,1,1,0,1,2,4,52.0,0,130000,0,1296,1080,1080,14511,0.51
6,4,5,2,1,0,0,0,0,1,0,0,7,0,1,1,4,3,2,0,1,3,3,2,2,2,4,4,0,0,0,0,0,0,0,1,0,4,0,0,4,1,1,0,0,0,0,10.5,1,4,3,1,0,0,0,0,1,1,3,4,24.5,1,32500,1,918,918,918,2810,0.54
7,4,7,3,3,0,1,0,16,2,1,0,10,0,1,2,3,5,3,0,3,7,3,2,3,4,4,4,4,2,1,1,1,0,0,1,2,7,0,0,7,3,0,5,3,1,1,17.5,1,7,4,1,0,0,0,0,1,1,4,4,22.25,0,62500,0,3794,3144,3144,22235,0.38
8,3,5,4,3,0,1,0,9,1,1,1,5,0,0,2,3,4,3,0,3,3,3,3,3,4,4,4,3,2,2,1,1,0,0,1,2,6,0,1,6,2,0,3,1,0,0,13.0,1,12,4,1,0,0,1,0,1,1,4,2,28.0,0,72500,0,4524,4124,4124,12249,0.58
6,4,1,5,3,1,1,0,9,2,1,0,10,1,0,2,3,4,12,0,3,3,3,2,2,1,2,2,3,5,2,2,1,0,0,1,10,4,0,1,9,2,1,5,3,0,0,52.5,0,30,3,0,0,1,1,1,1,1,6,4,41.25,0,130000,0,4150,1556,3500,26717,0.42
6,2,6,5,2,0,0,0,9,2,1,1,7,0,0,1,4,3,17,0,1,1,2,1,3,2,2,2,3,2,2,1,1,0,0,1,2,7,1,0,0,0,0,1,1,0,0,21.0,0,18,3,1,0,1,0,0,1,4,6,2,61.5,0,72500,0,1728,1728,0,3658,0.54
5,4,5,3,2,0,1,0,1,4,1,0,7,0,0,1,4,4,2,0,0,3,3,4,3,1,4,1,2,5,1,0,1,0,0,1,0,0,0,0,0,0,0,3,3,0,0,13.0,1,7,4,1,0,0,0,0,2,1,3,8,25.0,0,62500,0,1496,0,0,12572,0.43
1,5,2,3,2,0,0,1,16,0,0,1,10,1,0,2,4,4,7,0,0,3,0,2,2,1,4,4,2,2,2,0,0,0,0,1,0,6,0,0,0,0,0,0,0,1,0,42.5,1,7,3,1,0,0,0,1,1,1,1,5,28.6,0,32500,1,1422,1422,0,4966,0.45
5,1,5,4,2,2,1,0,6,3,0,0,7,1,1,1,5,4,2,1,3,7,3,2,3,2,12,2,2,10,1,0,1,0,0,0,2,8,0,0,8,3,1,5,3,1,0,55.5,0,22,3,1,0,0,0,1,0,1,3,2,57.0,1,110000,0,2728,2328,2328,17910,0.38
1,2,2,1,1,0,0,1,3,4,1,0,7,1,0,1,4,3,3,0,0,3,3,2,2,1,4,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,18.5,0,12,1,0,0,1,1,1,0,1,4,1,65.0,1,8750,1,648,648,216,11977,0.61
8,3,6,4,2,0,1,1,16,2,1,1,10,1,0,2,3,4,7,2,3,7,3,3,2,2,4,4,2,10,10,0,1,1,0,1,2,7,1,0,7,1,1,3,2,0,1,12.5,0,12,3,0,0,1,0,1,2,1,5,5,14.2,0,62500,0,2388,1740,1740,22134,0.59
1,2,5,1,1,0,0,1,28,4,1,0,7,1,1,1,4,4,7,0,0,1,3,2,3,2,4,4,1,2,0,0,1,0,0,0,2,4,0,0,0,0,0,2,2,0,0,42.0,0,12,2,1,0,0,0,1,1,1,6,1,51.0,0,130000,0,807,807,202,3079,0.33
